"LOCATION","Country","FREQUENCY","Frequency","MEAS","Measure","TIME","Time","Value","Flag Codes","Flags"
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2006","2006",21.1,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2008","2008",20.700001,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2009","2009",20.4,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2010","2010",19.6,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2011","2011",18.6,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2015","2015",16.1,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2016","2016",15.3,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","1995","1995",59.799999,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","1997","1997",41.299999,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","1998","1998",38,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","1999","1999",36,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2000","2000",34.200001,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2001","2001",32.5,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2002","2002",30.1,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2003","2003",27.700001,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2004","2004",25.4,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2005","2005",23.5,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2006","2006",20.6,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2007","2007",18.700001,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2008","2008",16.799999,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2009","2009",16,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2010","2010",16.4,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2011","2011",14.5,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2012","2012",14.5,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2013","2013",14.1,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2014","2014",13.4,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2015","2015",12.6,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2016","2016",11.8,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2017","2017",11.5,,
"SVK","Slovak Republic","A","Annual","PCT","Percentage of employees","2018","2018",11.3,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1977","1977",18.1,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1978","1978",44.5,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1979","1979",31.200001,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1980","1980",13.3,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1981","1981",11.4,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1982","1982",12.6,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1983","1983",13.1,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1984","1984",12.2,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1985","1985",12.7,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1986","1986",12.2,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1987","1987",12.7,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1988","1988",13.9,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1989","1989",14.1,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1990","1990",14.1,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1991","1991",16.6,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1992","1992",18.9,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1993","1993",20.4,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1994","1994",20.1,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1995","1995",18.6,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1996","1996",18.200001,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1997","1997",17.6,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1998","1998",18.200001,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","1999","1999",17.799999,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2000","2000",17.5,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2001","2001",17.200001,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2002","2002",16.799999,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2003","2003",16.5,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2004","2004",16,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2005","2005",15.5,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2006","2006",15.6,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2007","2007",16.4,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2008","2008",17.4,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2009","2009",18.299999,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2010","2010",18.200001,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2011","2011",17.9,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2012","2012",17.799999,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2013","2013",17,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2014","2014",15.8,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2015","2015",14.4,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2016","2016",13.9,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2017","2017",13.4,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2018","2018",13,,
"ESP","Spain","A","Annual","PCT","Percentage of employees","2019","2019",12.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1960","1960",64.599998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1961","1961",65,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1962","1962",65.900002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1963","1963",64.800003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1964","1964",65.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1965","1965",65.400002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1966","1966",64.800003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1967","1967",65.900002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1968","1968",66.199997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1969","1969",67,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1970","1970",66.599998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1971","1971",68.099998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1972","1972",69.199997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1973","1973",70.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1974","1974",71.900002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1975","1975",74,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1976","1976",74,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1977","1977",76.099998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1978","1978",77.099998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1979","1979",77.400002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1980","1980",78.099998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1981","1981",78.400002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1982","1982",79,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1983","1983",79.599998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1984","1984",80.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1985","1985",81.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1986","1986",82.900002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1987","1987",85.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1988","1988",84.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1989","1989",83.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1990","1990",81.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1991","1991",82.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1992","1992",84.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1993","1993",86.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1994","1994",86.599998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1995","1995",84.800003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1996","1996",84.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1997","1997",84,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1998","1998",83.900002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","1999","1999",82.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2000","2000",81,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2001","2001",78.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2002","2002",78,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2003","2003",77.199997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2004","2004",76.400002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2005","2005",75.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2006","2006",74.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2007","2007",70.800003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2008","2008",68.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2009","2009",68.400002,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2010","2010",68.199997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2011","2011",67.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2012","2012",67.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2013","2013",67.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2014","2014",67.300003,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2015","2015",67,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2016","2016",66.699997,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2017","2017",66.099998,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2018","2018",65.5,,
"SWE","Sweden","A","Annual","PCT","Percentage of employees","2019","2019",65.199997,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1960","1960",31.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1961","1961",30.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1962","1962",29.799999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1963","1963",29.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1964","1964",28.799999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1965","1965",28.5,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1966","1966",28.1,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1967","1967",27.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1968","1968",26.6,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1969","1969",26.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1970","1970",25.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1971","1971",25.6,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1972","1972",25.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1973","1973",25.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1974","1974",25.5,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1975","1975",28.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1976","1976",29.700001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1977","1977",29.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1978","1978",28.9,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1979","1979",28.6,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1980","1980",28.1,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1981","1981",27.5,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1982","1982",27.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1983","1983",27,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1984","1984",26.700001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1985","1985",25.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1986","1986",24.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1987","1987",24.1,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1988","1988",23.700001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1989","1989",23.299999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1990","1990",23,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1991","1991",23,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1992","1992",23.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1993","1993",23.5,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1994","1994",23.6,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1995","1995",23.1,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1996","1996",22.700001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1997","1997",22.299999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1998","1998",22,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","1999","1999",21.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2000","2000",20.700001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2001","2001",20.200001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2002","2002",20.299999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2003","2003",20.4,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2004","2004",19.9,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2005","2005",19.799999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2006","2006",19.299999,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2007","2007",18.9,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2008","2008",17.9,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2009","2009",17.700001,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2010","2010",17.6,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2011","2011",17,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2012","2012",16.5,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2013","2013",16.6,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2014","2014",16.1,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2015","2015",15.7,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2016","2016",15.3,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2017","2017",14.9,,
"CHE","Switzerland","A","Annual","PCT","Percentage of employees","2018","2018",14.4,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1960","1960",12.1,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1961","1961",11.9,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1962","1962",11.6,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1963","1963",11.3,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1964","1964",12.2,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1965","1965",12.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1966","1966",11.7,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1967","1967",25.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1975","1975",40.400002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1978","1978",35.200001,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1984","1984",22.4,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1985","1985",27.9,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1986","1986",26,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1987","1987",28.6,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1988","1988",27.700001,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1989","1989",26.799999,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1990","1990",24,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1991","1991",24.6,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1992","1992",25.200001,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1993","1993",24.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1994","1994",21.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1995","1995",16.700001,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1996","1996",15.7,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1997","1997",17.4,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1998","1998",15.6,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","1999","1999",13.3,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2000","2000",12.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2001","2001",12.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2002","2002",11.9,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2003","2003",11.2,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2004","2004",10.5,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2005","2005",10.3,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2006","2006",9.3999996,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2007","2007",8.3000002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2008","2008",7.3000002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2009","2009",7.3000002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2010","2010",7.3000002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2011","2011",7.0999999,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2012","2012",6.3000002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2013","2013",6.3000002,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2014","2014",6.9000001,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2015","2015",8,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2016","2016",8.1999998,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2017","2017",8.6000004,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2018","2018",9.1999998,,
"TUR","Türkiye","A","Annual","PCT","Percentage of employees","2019","2019",9.8999996,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1960","1960",40.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1961","1961",40.200001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1962","1962",40.200001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1963","1963",40.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1964","1964",40.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1965","1965",40.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1966","1966",39.700001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1967","1967",40.200001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1968","1968",40.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1969","1969",41.700001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1970","1970",44.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1971","1971",45.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1972","1972",46.200001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1973","1973",45.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1974","1974",46.400002,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1975","1975",43.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1976","1976",46.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1977","1977",48.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1978","1978",50.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1979","1979",50.700001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1980","1980",52.200001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1981","1981",52.099998,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1982","1982",52,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1983","1983",50.099998,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1984","1984",47.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1985","1985",45.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1986","1986",45.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1987","1987",44,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1988","1988",42.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1989","1989",41.099998,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1990","1990",39.599998,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1991","1991",39.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1992","1992",39.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1993","1993",37.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1994","1994",36.200001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1995","1995",33.900002,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1996","1996",32.599998,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1997","1997",31.4,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1998","1998",30.1,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","1999","1999",30,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2000","2000",29.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2001","2001",29.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2002","2002",28.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2003","2003",29.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2004","2004",28.799999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2005","2005",28.6,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2006","2006",28.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2007","2007",28,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2008","2008",27.5,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2009","2009",27.4,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2010","2010",26.6,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2011","2011",26,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2012","2012",26.1,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2013","2013",25.6,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2014","2014",25,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2015","2015",24.700001,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2016","2016",23.6,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2017","2017",23.299999,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2018","2018",23.4,,
"GBR","United Kingdom","A","Annual","PCT","Percentage of employees","2019","2019",23.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1960","1960",30.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","1961","1961",29.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1962","1962",27.6,,
"USA","United States","A","Annual","PCT","Percentage of employees","1963","1963",28.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1964","1964",28.299999,,
"USA","United States","A","Annual","PCT","Percentage of employees","1965","1965",28.200001,,
"USA","United States","A","Annual","PCT","Percentage of employees","1966","1966",28.200001,,
"USA","United States","A","Annual","PCT","Percentage of employees","1967","1967",27.799999,,
"USA","United States","A","Annual","PCT","Percentage of employees","1968","1968",27.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","1969","1969",27.299999,,
"USA","United States","A","Annual","PCT","Percentage of employees","1970","1970",27.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","1971","1971",26.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","1972","1972",26.299999,,
"USA","United States","A","Annual","PCT","Percentage of employees","1973","1973",25.799999,,
"USA","United States","A","Annual","PCT","Percentage of employees","1974","1974",25.700001,,
"USA","United States","A","Annual","PCT","Percentage of employees","1975","1975",25.299999,,
"USA","United States","A","Annual","PCT","Percentage of employees","1976","1976",24.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","1977","1977",23.6,,
"USA","United States","A","Annual","PCT","Percentage of employees","1978","1978",23.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","1979","1979",22.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","1980","1980",22.1,,
"USA","United States","A","Annual","PCT","Percentage of employees","1983","1983",19.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1984","1984",18.200001,,
"USA","United States","A","Annual","PCT","Percentage of employees","1985","1985",17.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","1986","1986",17,,
"USA","United States","A","Annual","PCT","Percentage of employees","1987","1987",16.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1988","1988",16.200001,,
"USA","United States","A","Annual","PCT","Percentage of employees","1989","1989",15.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","1990","1990",15.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1991","1991",15.5,,
"USA","United States","A","Annual","PCT","Percentage of employees","1992","1992",15.2,,
"USA","United States","A","Annual","PCT","Percentage of employees","1993","1993",15.2,,
"USA","United States","A","Annual","PCT","Percentage of employees","1994","1994",14.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","1995","1995",14.3,,
"USA","United States","A","Annual","PCT","Percentage of employees","1996","1996",14,,
"USA","United States","A","Annual","PCT","Percentage of employees","1997","1997",13.6,,
"USA","United States","A","Annual","PCT","Percentage of employees","1998","1998",13.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","1999","1999",13.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","2000","2000",12.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","2001","2001",12.9,,
"USA","United States","A","Annual","PCT","Percentage of employees","2002","2002",12.8,,
"USA","United States","A","Annual","PCT","Percentage of employees","2003","2003",12.4,,
"USA","United States","A","Annual","PCT","Percentage of employees","2004","2004",12,,
"USA","United States","A","Annual","PCT","Percentage of employees","2005","2005",12,,
"USA","United States","A","Annual","PCT","Percentage of employees","2006","2006",11.5,,
